image,target,oof_pred
tfymlmdkpzkqdjhdxyhnoeuqszxphw.jpg,0,0.0
rxgismgsvmaayzjarbfjaljhqmpbrt.jpg,1,0.8071795701980591
uuzshfrhkgrkolhwdvliqauzulurnz.jpg,0,0.0
mjspxsagzusaznvnyxgamtrlqkqklp.jpg,0,0.025200502946972847
rlbmuajgezfiddjzlyeoupxpqubkpt.jpg,1,0.0
ngvvhadzegowlxligtftkbucwyphvw.jpg,0,0.0
qlwbzgvdyqwncrvqzaezrrqlwuugdp.jpg,1,0.9821799993515015
lbbmpcbdwgdbskcdmsanklchyknuig.jpg,0,0.02021269127726555
xgpvctqkxpuljjixphprbdrkcuzfoi.jpg,0,0.0
tszmhququgjczggoxanwvdlzbdbxhb.jpg,0,0.0415058359503746
qvqhxwbgpskanqpsfbigdmbpkenvgk.jpg,0,0.02566269226372242
eqirckpknxclvrlxvfxaswsodbxlmm.jpg,1,0.0
yoewqnzdgdhogcwdageakflfeogisq.jpg,0,0.20055747032165527
hpnmywojyjwgptgkflzydzenfxbtlr.png,1,0.9582251906394958
dnzimlvqpkwyhmsdwqwpuewzbdqzmg.png,1,0.0
hcysrvramduefsgkkgvqbmxzlodgal.jpg,1,0.0
spdcmncwcnpqagxrlivyldeknnfcvr.jpg,1,0.9445146918296814
zaemovvkdftxvorancdugwjzuodbmm.jpg,1,0.0
uvpqnqfujwsxhbgvfbvcidhcqnyuum.jpg,0,0.0401018075644969
kzgroxmxsdfrkxusymupjaxumbwoow.jpg,1,0.9697788953781128
cjsjioqkweumqcnobaydijuvfvtrel.jpg,1,0.9728078842163086
iehmewhtlomanneoicvbyjonzzcbhh.jpg,0,0.0413709245622158
uiclughuenqkjonhhjgjclflpqkhsk.jpg,0,0.007146049756556749
hfbevhhmejjmdndclkpyeyaideyjgp.jpg,1,0.0
pmociluihyptefnqdlihzzodiczkso.jpg,0,0.0
qkishcozhztulvrhvodbabprxomeuq.jpg,0,0.0
gvpxmmxppqjudjgopzedpjxypiptvv.jpg,1,0.0
puqorndzkjfvoumnsalrxwtagkatzx.jpg,1,0.9289852976799011
onyffqwtwwbgvwxhhvfypoauswcodw.jpg,0,0.0
dpdeuxtkwvguedrtkxpoqhlzmaaprz.jpg,1,0.0
euaxozalqcqmhzyvxpiihzcvfzpcub.jpg,0,0.0581195317208766
iyfvcbwzfaqgyhucpjkjarokthoxrk.jpg,0,0.1113887801766395
jmhkcysyccbltidbhhulrfrcuskgbj.jpg,0,0.0
rnacbrzxyufipfgizhczrdynwxgroe.png,1,0.0
ctphrbatrhaucvhkjbiocaaohfzctt.jpg,0,0.0
sveewpluezhyjjgpmvtpwbgollpmwp.jpg,0,0.0
sbeuyukmnjgyeaerbjcykdevmjtkpb.jpg,0,0.028748795390129
vplmaqntbpbvyyoqixjdvtipaqazjq.jpg,0,0.0962536558508873
gdhzlcfqsexrthbxdmldnxorvyonua.jpg,1,0.9548337459564209
fingxvtrgywssidapmeibojfikcrlv.jpg,0,0.0
xqpenvrsqzvtxzfyrfcdezrzrrzysb.jpg,0,0.019808676093816757
vlcapgrrgkzxaanjypqcqdpbmiookm.jpg,0,0.01360199972987175
jznokamxqbgrgbqmtnmgelssgyaseq.jpg,0,0.0
ukidlyglhjokzipbptpwiprxemvcje.jpg,1,0.9311768412590028
hzgmturbntrerjscgioxywsfaayuaa.jpg,1,0.0
rehiddykktnnhwzupyadebpfdryvck.jpg,1,0.9901239275932312
eouybnsapmsazlkxozskmiobmzezts.jpg,1,0.0
seukgcqtzivrfrmwkiptgtqqlrujvx.jpg,1,0.939904808998108
yqkmdiiogltaqdrprelrqditsdznbc.jpg,0,0.03248259052634239
dhehiouqegpspfnclnohhsebenkdoj.jpg,1,0.9562230110168457
vxlghbeedbdqrcvqdeyptghcfekuta.jpg,0,0.0
bahdwupocidtwpmrhpwdkpdgysdpss.jpg,1,0.0
eplqsimumlncrsppcvakbcztbqgjkx.jpg,0,0.0
sucwpndvjowyselnhnlehcnvwnkgxr.jpg,0,0.051624845713377
jsioghmkkmygqjzjykjiudwknttntz.jpg,0,0.06653290241956711
awhhryrsvjdvwoncwmfdvoswcfzgou.png,1,0.7644996047019958
ofuvedftjsveczvitdzofbgtlqjezl.jpg,0,0.0508231595158577
mzbnflvlipwxvzzcyrhphjjuqosdws.jpg,1,0.9509549140930176
hykvvhqnuhxgjbtzbllxpdvjxkjkox.jpg,1,0.8865457773208618
qmlmfjegeachhaaeifxoatlmkoaacd.jpg,1,0.0
ccglfyhcakkzwlaufiuuabxhurdbso.jpg,0,0.033069584518671036
uouhrvydvzwjhdidtrnbfoqcmutnnw.jpg,0,0.0
bcjtxzwosngtmfmhqjpwukughmymbg.jpg,1,0.0
ablhcfuyqnkcanakxmpreufqycpgqs.jpg,0,0.0
ysttordljlmrdwshtbvifcuvbydeib.jpg,1,0.0
embrjjkivqljstbjxqealmnaikwuxr.jpg,1,0.9348722696304321
gvuvnlfasuyymmwljewpzgkmpaohrg.jpg,0,0.0256897006183862
nyfeanbdpmwuzrvfzpdlonfwdecpqf.jpg,1,0.9700933694839478
swaqwcqegdlzeqtkhduvjassjpgskw.jpg,0,0.0503457002341747
vyldpdmxxktxmgjuercfvuhmlttvqb.jpg,0,0.06808926910161972
hnkqokgieyopckjbaenpdmgnpntnzz.jpg,0,0.0219254940748214
stjfpwlmjugoohoeqvaoebagvubysc.jpg,0,0.9484870433807373
azgujihjrssbfelgjrhcrebstgmqau.jpg,1,0.1208610534667968
lxdnuiynpuaqxlxtcyptuyyanaovux.jpg,1,0.5958927869796753
ycjycyfacirnrqpeuddgyaxamspjvz.jpg,0,0.05817018076777458
iqrdqqjwyzbxigmpjoyizdbzxwywfy.jpg,1,0.953736424446106
uflvwsbylljniplogotuxdtvjizuwg.jpg,0,0.017179785296320915
lvitvjvycvoytxlzlwgvypuhvpslip.jpg,0,0.0336098410189151
jneoqlrtawkpizfdhneqplgiayqcpk.jpg,0,0.0
utzvwqquncnaoturaibrafowtoszck.jpg,1,0.9655182361602784
slpzcushaybmsibhkvcwyzfmxcsgkd.jpg,1,0.0
cnyjqachaoirjtlwuvfmhuseblqzty.jpg,1,0.9836270809173584
fapilwermttlugsicjndwiipuorfvh.png,1,0.7549208402633667
wbkyhzfxathhiyipzpkzotbknnulnz.jpg,1,0.0
uqersobkusawmkpnxmeppqpydmswpc.jpg,0,0.0
beawbpzupyaqkmkezucjpdqahqybxx.jpg,1,0.9633681178092957
fstuusiywhuxkcqlgiunxqbbthjcjb.jpg,0,0.051565106958150864
bmhlecdnfmddqxlykcvgjckrpgpppo.jpg,1,0.9881740808486938
lexnlsmwaporqkigwsjrnmmakgjddm.jpg,1,0.0
efmhnpqnpslwrheitqwdjiggqvjzqq.jpg,1,0.9490348100662231
brskgxgxzricfzbtutpmakgmbkeiry.jpg,1,0.9715468883514404
pqugtagfwxxcznsbiuymvdafrbbvub.jpg,1,0.6184079051017761
eyfruosenrvdfoaeonbxkwajgumlso.jpg,1,0.9464074969291688
